,region,council,date_issued,council_ref,location_all,location_street,location_suburb,location_area, Location_Postcode ,legal_description,val_number,consent_value,description
42445,Canterbury,Timaru,19-Apr-18,Tm00002000  2017,63 Hassall Street Timaru Timaru,63 Hassall Street,Timaru,7910,,LOT: 55 DP: 816,,"$5,000.00 ",install woodsman tasman dry mk ii freestanding woodburner
42449,Canterbury,Timaru,19-Apr-18,Tm00002000  2017,63 Hassall Street Timaru Timaru,63 Hassall Street,Timaru,7910,,LOT: 55 DP: 816,,"$5,000.00 ",install woodsman tasman dry mk ii freestanding woodburner
42451,Canterbury,Timaru,20-Apr-18,Tm00000296  2018,163 Selwyn Street Timaru Timaru,163 Selwyn Street,Timaru,7910,,Lot: 4 DP: 16080,,"$5,000.00 ",install masport bannockburn i2000 inbuilt woodburner
42452,Canterbury,Timaru,20-Apr-18,Tm00000311  2018,3 Guise Street Temuka Timaru,3 Guise Street,Temuka,7920,,Lot: 2 DP: 393400,,"$5,000.00 ",install yunca monte (ca sub 1.0) with base freestanding woodburner
42454,Canterbury,Timaru,20-Apr-18,Tm00000307  2018,51 Maude Street Temuka Timaru,51 Maude Street,Temuka,7920,,Lot: 2 DP: 21441,,"$5,000.00 ",install masport r5000l freestanding woodburner
42455,Canterbury,Timaru,20-Apr-18,Tm00000315  2018,1/26 Birkett Street Temuka Timaru,1/26 Birkett Street,Temuka,7920,,Lot: 1 DP: 48836,,"$5,000.00 ",install metro eco tiny ped freestanding woodburner
42457,Canterbury,Timaru,20-Apr-18,Tm00000296  2018,163 Selwyn Street Timaru Timaru,163 Selwyn Street,Timaru,7910,,Lot: 4 DP: 16080,,"$5,000.00 ",install masport bannockburn i2000 inbuilt woodburner
42458,Canterbury,Timaru,20-Apr-18,Tm00000311  2018,3 Guise Street Temuka Timaru,3 Guise Street,Temuka,7920,,Lot: 2 DP: 393400,,"$5,000.00 ",install yunca monte (ca sub 1.0) with base freestanding woodburner
42460,Canterbury,Timaru,20-Apr-18,Tm00000307  2018,51 Maude Street Temuka Timaru,51 Maude Street,Temuka,7920,,Lot: 2 DP: 21441,,"$5,000.00 ",install masport r5000l freestanding woodburner
42461,Canterbury,Timaru,20-Apr-18,Tm00000315  2018,1/26 Birkett Street Temuka Timaru,1/26 Birkett Street,Temuka,7920,,Lot: 1 DP: 48836,,"$5,000.00 ",install metro eco tiny ped freestanding woodburner
42466,Canterbury,Timaru,23-Apr-18,Tm00000321  2018,16 Acacia Drive Timaru Timaru,16 Acacia Drive,Timaru,7973,,Lot: 2 DP: 25309,,"$5,000.00 ",install woodsman flare freestanding woodburner
42467,Canterbury,Timaru,23-Apr-18,Tm00000238  2018,74 Wilkin Street Temuka Timaru,74 Wilkin Street,Temuka,7920,,Lot: 1 DP: 45671,,"$5,000.00 ",install woodsman totara inbuilt woodburner
42468,Canterbury,Timaru,23-Apr-18,Tm00000322  2018,94 Acacia Drive Timaru Timaru,94 Acacia Drive,Timaru,7973,,Lot: 3 DP: 18609,,"$5,000.00 ",install masport hestia 2 clean air freestanding woodburner
42469,Canterbury,Timaru,23-Apr-18,Tm00000231  2018,23 Brunswick Street Timaru Timaru,23 Brunswick Street,Timaru,7910,,Lot: 14 DP: 3990,,"$5,000.00 ",install jayline is550 inbuilt woodburner
42470,Canterbury,Timaru,23-Apr-18,Tm00000235  2018,43 Orbell Street Timaru Timaru,43 Orbell Street,Timaru,7910,,Lot: 3 DP: 2029,,"$5,000.00 ",install jayline is550 inbuilt woodburner
42475,Canterbury,Timaru,23-Apr-18,Tm00000321  2018,16 Acacia Drive Timaru Timaru,16 Acacia Drive,Timaru,7973,,Lot: 2 DP: 25309,,"$5,000.00 ",install woodsman flare freestanding woodburner
42476,Canterbury,Timaru,23-Apr-18,Tm00000238  2018,74 Wilkin Street Temuka Timaru,74 Wilkin Street,Temuka,7920,,Lot: 1 DP: 45671,,"$5,000.00 ",install woodsman totara inbuilt woodburner
42477,Canterbury,Timaru,23-Apr-18,Tm00000322  2018,94 Acacia Drive Timaru Timaru,94 Acacia Drive,Timaru,7973,,Lot: 3 DP: 18609,,"$5,000.00 ",install masport hestia 2 clean air freestanding woodburner
42478,Canterbury,Timaru,23-Apr-18,Tm00000231  2018,23 Brunswick Street Timaru Timaru,23 Brunswick Street,Timaru,7910,,Lot: 14 DP: 3990,,"$5,000.00 ",install jayline is550 inbuilt woodburner
42479,Canterbury,Timaru,23-Apr-18,Tm00000235  2018,43 Orbell Street Timaru Timaru,43 Orbell Street,Timaru,7910,,Lot: 3 DP: 2029,,"$5,000.00 ",install jayline is550 inbuilt woodburner
42480,Canterbury,Timaru,24-Apr-18,Tm00000169  2018,114 Station Road Temuka Timaru,114 Station Road,Temuka,7985,,LOT: 37 DP: 132,,"$420,000.00 ",erect dwelling with attached garage & install woodsman tasman mkiifreestanding woodburner
42484,Canterbury,Timaru,24-Apr-18,Tm00000314  2018,19 John Street Temuka Timaru,19 John Street,Temuka,7920,,Sec: 414 Su: AROWHENUA                TN,,"$5,000.00 ",install masport le4000 provincial inbuilt woodburner
42485,Canterbury,Timaru,24-Apr-18,Tm00000169  2018,114 Station Road Temuka Timaru,114 Station Road,Temuka,7985,,LOT: 37 DP: 132,,"$420,000.00 ",erect dwelling with attached garage & install woodsman tasman mkiifreestanding woodburner
42489,Canterbury,Timaru,24-Apr-18,Tm00000314  2018,19 John Street Temuka Timaru,19 John Street,Temuka,7920,,Sec: 414 Su: AROWHENUA                TN,,"$5,000.00 ",install masport le4000 provincial inbuilt woodburner
42494,Canterbury,Timaru,26-Apr-18,Tm00000310  2018,236 Otipua Road Timaru Timaru,236 Otipua Road,Timaru,7910,,LOT: 2 DP: 22820,,"$5,000.00 ",install woodsman tarras dry mkiii freestanding woodburner
42499,Canterbury,Timaru,26-Apr-18,Tm00000310  2018,236 Otipua Road Timaru Timaru,236 Otipua Road,Timaru,7910,,LOT: 2 DP: 22820,,"$5,000.00 ",install woodsman tarras dry mkiii freestanding woodburner
42503,Canterbury,Timaru,27-Apr-18,Tm00000325  2018,13 Wilkin Street Temuka Timaru,13 Wilkin Street,Temuka,7920,,SEC: 172 TN: AROWHENUA,,"$5,000.00 ",install woodsman tarras dry mkiii freestanding woodburner
42508,Canterbury,Timaru,27-Apr-18,Tm00000325  2018,13 Wilkin Street Temuka Timaru,13 Wilkin Street,Temuka,7920,,SEC: 172 TN: AROWHENUA,,"$5,000.00 ",install woodsman tarras dry mkiii freestanding woodburner
42512,Canterbury,Timaru,30-Apr-18,Tm00001076  2014,124 Mountain View Road Timaru Timaru,124 Mountain View Road,Timaru,7910,,LOT: 12 DP: 455702,,"$15,000.00 ",amendment:  erect dwelling install firebird fb9055 freestanding diesel woodburner
42516,Canterbury,Timaru,30-Apr-18,Tm00001076  2014,124 Mountain View Road Timaru Timaru,124 Mountain View Road,Timaru,7910,,LOT: 12 DP: 455702,,"$15,000.00 ",amendment:  erect dwelling install firebird fb9055 freestanding diesel woodburner
42520,Canterbury,Timaru,1-May-18,Ti00000327  2018,33 Buchanan Street Timaru Timaru,33 Buchanan Street,Timaru,7910,,Lot: 5 Dp: 2239,,"$5,000.00 ",install metro eco smart inbuilt woodburner
42523,Canterbury,Timaru,1-May-18,Ti00000327  2018,33 Buchanan Street Timaru Timaru,33 Buchanan Street,Timaru,7910,,Lot: 5 Dp: 2239,,"$5,000.00 ",install metro eco smart inbuilt woodburner
42524,Canterbury,Timaru,2-May-18,Ti00000348  2018,44 Avenue Road Timaru Timaru,44 Avenue Road,Timaru,7910,,Lot: 5 Dp: 8773,,"$5,000.00 ",install jayline ul200 freestanding woodburner
42525,Canterbury,Timaru,2-May-18,Ti00000344  2018,14 Hayhurst Street Temuka Timaru,14 Hayhurst Street,Temuka,7920,,Lot: 31 Dp: 15113,,"$5,000.00 ",install woodsman ecr novo freestanding woodburner
42526,Canterbury,Timaru,2-May-18,Ti00000348  2018,44 Avenue Road Timaru Timaru,44 Avenue Road,Timaru,7910,,Lot: 5 Dp: 8773,,"$5,000.00 ",install jayline ul200 freestanding woodburner
42527,Canterbury,Timaru,2-May-18,Ti00000344  2018,14 Hayhurst Street Temuka Timaru,14 Hayhurst Street,Temuka,7920,,Lot: 31 Dp: 15113,,"$5,000.00 ",install woodsman ecr novo freestanding woodburner
42530,Canterbury,Timaru,3-May-18,Ti00000771  2017,4 Guinness Street Timaru Timaru,4 Guinness Street,Timaru,7910,,Plt: 6 Dp: 2100,,"$5,000.00 ",install woodsman brunner dry mkii freestanding woodburner
42531,Canterbury,Timaru,3-May-18,Ti00000313  2018,29 Temple Crescent Timaru Timaru,29 Temple Crescent,Timaru,7910,,Lot: 1 Dp: 60570,,"$5,000.00 ",install masport r5000 freestanding woodburner
42532,Canterbury,Timaru,3-May-18,Ti00002083  2017,50 Pukatea Street Timaru Timaru,50 Pukatea Street,Timaru,7910,,Lot: 19 Dp: 27647,,"$5,000.00 ",install masport osburn 1600 freestanding woodburner
42533,Canterbury,Timaru,3-May-18,Ti00002101  2017,40 Rothwell Street Timaru Timaru,40 Rothwell Street,Timaru,7910,,Lot: 96 Dp: 3490,,"$5,000.00 ",install woodsman ecr novo freestanding woodburner
42534,Canterbury,Timaru,3-May-18,Ti00001460  2017,76 Grants Road Timaru Timaru,76 Grants Road,Timaru,7910,,Lot: 4 Dp: 18261,,"$5,000.00 ",install firenzo athena flush ag08 inbuilt woodburner
42538,Canterbury,Timaru,3-May-18,Ti00000771  2017,4 Guinness Street Timaru Timaru,4 Guinness Street,Timaru,7910,,Plt: 6 Dp: 2100,,"$5,000.00 ",install woodsman brunner dry mkii freestanding woodburner
42539,Canterbury,Timaru,3-May-18,Ti00000313  2018,29 Temple Crescent Timaru Timaru,29 Temple Crescent,Timaru,7910,,Lot: 1 Dp: 60570,,"$5,000.00 ",install masport r5000 freestanding woodburner
42540,Canterbury,Timaru,3-May-18,Ti00002083  2017,50 Pukatea Street Timaru Timaru,50 Pukatea Street,Timaru,7910,,Lot: 19 Dp: 27647,,"$5,000.00 ",install masport osburn 1600 freestanding woodburner
42541,Canterbury,Timaru,3-May-18,Ti00002101  2017,40 Rothwell Street Timaru Timaru,40 Rothwell Street,Timaru,7910,,Lot: 96 Dp: 3490,,"$5,000.00 ",install woodsman ecr novo freestanding woodburner
42542,Canterbury,Timaru,3-May-18,Ti00001460  2017,76 Grants Road Timaru Timaru,76 Grants Road,Timaru,7910,,Lot: 4 Dp: 18261,,"$5,000.00 ",install firenzo athena flush ag08 inbuilt woodburner
42547,Canterbury,Timaru,4-May-18,Ti00000329  2018,16 Alexandra Street Temuka Timaru,16 Alexandra Street,Temuka,7920,,Lot: 1 Dp: 34975,,"$5,000.00 ",install metro wee rad base (dryback) freestanding woodburner
42551,Canterbury,Timaru,4-May-18,Ti00000329  2018,16 Alexandra Street Temuka Timaru,16 Alexandra Street,Temuka,7920,,Lot: 1 Dp: 34975,,"$5,000.00 ",install metro wee rad base (dryback) freestanding woodburner
42554,Canterbury,Timaru,7-May-18,Ti00000336  2018,559 Farm Road Temuka Timaru,559 Farm Road,Temuka,7986,,Rs: 12181,,"$5,000.00 ",install metro ltd trend inbuilt wetback woodburner
42557,Canterbury,Timaru,7-May-18,Ti00000336  2018,559 Farm Road Temuka Timaru,559 Farm Road,Temuka,7986,,Rs: 12181,,"$5,000.00 ",install metro ltd trend inbuilt wetback woodburner
42559,Canterbury,Timaru,8-May-18,Ti00002166  2017,1 Lisava Avenue Timaru Timaru,1 Lisava Avenue,Timaru,7910,,Lot: 1 Dp: 23904,,"$5,000.00 ",install firenzo vision  freestanding woodburner
42561,Canterbury,Timaru,8-May-18,Ti00000308  2018,77 Murray Street Temuka Timaru,77 Murray Street,Temuka,7920,,Lot: 4 Dp: 67798,,"$5,000.00 ",install metro xtreme rad freestanding woodburner
42562,Canterbury,Timaru,8-May-18,Ti00000317  2018,8A Park Lane Timaru Timaru,8A Park Lane,Timaru,7910,,Lot: 1 Dp: 16912,,"$5,000.00 ",install metro eco smart inbuilt woodburner
42564,Canterbury,Timaru,8-May-18,Ti00002166  2017,1 Lisava Avenue Timaru Timaru,1 Lisava Avenue,Timaru,7910,,Lot: 1 Dp: 23904,,"$5,000.00 ",install firenzo vision  freestanding woodburner
42566,Canterbury,Timaru,8-May-18,Ti00000308  2018,77 Murray Street Temuka Timaru,77 Murray Street,Temuka,7920,,Lot: 4 Dp: 67798,,"$5,000.00 ",install metro xtreme rad freestanding woodburner
42567,Canterbury,Timaru,8-May-18,Ti00000317  2018,8A Park Lane Timaru Timaru,8A Park Lane,Timaru,7910,,Lot: 1 Dp: 16912,,"$5,000.00 ",install metro eco smart inbuilt woodburner
42571,Canterbury,Timaru,9-May-18,Ti00000326  2018,59 Howell Road Pleasant Point Timaru,59 Howell Road,Pleasant Point,7982,,Lot: 7 Dp: 413157,,"$5,000.00 ",install woodsman tarras dry mkiii freestanding woodburner
42575,Canterbury,Timaru,9-May-18,Ti00000326  2018,59 Howell Road Pleasant Point Timaru,59 Howell Road,Pleasant Point,7982,,Lot: 7 Dp: 413157,,"$5,000.00 ",install woodsman tarras dry mkiii freestanding woodburner
42590,Canterbury,Timaru,14-May-18,Ti00000265  2018,96A Wai-iti Road Timaru Timaru,96A Wai-iti Road,Timaru,7910,,Lot: 2 Dp: 30070,,"$5,000.00 ",install kent signature ca freestanding woodburner
42593,Canterbury,Timaru,14-May-18,Ti00000198  2018,39 Benmore Street Timaru Timaru,39 Benmore Street,Timaru,7910,,Lot: 1 Dp: 36727,,"$5,000.00 ",install woodsman ecr novo freestanding woodburner
42599,Canterbury,Timaru,14-May-18,Ti00000265  2018,96A Wai-iti Road Timaru Timaru,96A Wai-iti Road,Timaru,7910,,Lot: 2 Dp: 30070,,"$5,000.00 ",install kent signature ca freestanding woodburner
42602,Canterbury,Timaru,14-May-18,Ti00000198  2018,39 Benmore Street Timaru Timaru,39 Benmore Street,Timaru,7910,,Lot: 1 Dp: 36727,,"$5,000.00 ",install woodsman ecr novo freestanding woodburner
42604,Canterbury,Timaru,15-May-18,Ti00000257  2018,Flatman Road Geraldine Timaru,Flatman Road,Geraldine,7991,,Rs: 23355,,"$380,000.00 ",erect dwelling & farm shed / install metro ltd xtreme rad freestandingwoodburner & wastewater treatment system
42605,Canterbury,Timaru,15-May-18,Ti00000353  2018,22 George Street Geraldine Timaru,22 George Street,Geraldine,7930,,Lot: 2 Dp: 62839,,"$5,000.00 ",install metro xtreme rad freestanding wetback woodburner
42606,Canterbury,Timaru,15-May-18,Ti00000371  2018,17 Richard Pearse Drive Temuka Timaru,17 Richard Pearse Drive,Temuka,7920,,Lot: 1 Dp: 20924,,"$5,000.00 ",install woodsman ecr novo freestanding woodburner
42607,Canterbury,Timaru,15-May-18,Ti00000400  2018,31 Broadway Avenue Timaru Timaru,31 Broadway Avenue,Timaru,7910,,Lot: 30 Dp: 8501,,"$5,000.00 ",install masport r5000p freestanding woodburner
42608,Canterbury,Timaru,15-May-18,Ti00000354  2018,2 Taylor Street Geraldine Timaru,2 Taylor Street,Geraldine,7930,,Lot: 24 Dp: 3285,,"$5,000.00 ",install metro eco wee rad freestanding wetback woodburner
42609,Canterbury,Timaru,15-May-18,Ti00000257  2018,Flatman Road Geraldine Timaru,Flatman Road,Geraldine,7991,,Rs: 23355,,"$380,000.00 ",erect dwelling & farm shed / install metro ltd xtreme rad freestandingwoodburner & wastewater treatment system
42610,Canterbury,Timaru,15-May-18,Ti00000353  2018,22 George Street Geraldine Timaru,22 George Street,Geraldine,7930,,Lot: 2 Dp: 62839,,"$5,000.00 ",install metro xtreme rad freestanding wetback woodburner
42611,Canterbury,Timaru,15-May-18,Ti00000371  2018,17 Richard Pearse Drive Temuka Timaru,17 Richard Pearse Drive,Temuka,7920,,Lot: 1 Dp: 20924,,"$5,000.00 ",install woodsman ecr novo freestanding woodburner
42612,Canterbury,Timaru,15-May-18,Ti00000400  2018,31 Broadway Avenue Timaru Timaru,31 Broadway Avenue,Timaru,7910,,Lot: 30 Dp: 8501,,"$5,000.00 ",install masport r5000p freestanding woodburner
42613,Canterbury,Timaru,15-May-18,Ti00000354  2018,2 Taylor Street Geraldine Timaru,2 Taylor Street,Geraldine,7930,,Lot: 24 Dp: 3285,,"$5,000.00 ",install metro eco wee rad freestanding wetback woodburner
42617,Canterbury,Timaru,17-May-18,Ti00000367  2018,40 Hamilton Street Temuka Timaru,40 Hamilton Street,Temuka,7920,,Sec: 60 Suf: Arowhenua,,"$5,000.00 ",install woodsman tasman mkii freestanding woodburner
42618,Canterbury,Timaru,17-May-18,Ti00000397  2018,10 North Terrace Road Geraldine Timaru,10 North Terrace Road,Geraldine,7930,,Lot: 32 Dp: 103,,"$5,000.00 ",install metro wee rad freestanding wetback woodburner
42619,Canterbury,Timaru,17-May-18,Ti00001400  2017,970 Winchester Hanging Rock Road Geraldine Timaru,970 Winchester Hanging Rock Road,Geraldine,7985,,Lot: 89 Dp: 64,,"$5,000.00 ",install firenzo contessa ru freestanding wetback woodburner
42620,Canterbury,Timaru,17-May-18,Ti00000389  2018,1 Maude Street Temuka Timaru,1 Maude Street,Temuka,7920,,Lot: 4 Dp: 20619,,"$5,000.00 ",install masport bannockburn i2000 inbuilt woodburner
42622,Canterbury,Timaru,17-May-18,Ti00000367  2018,40 Hamilton Street Temuka Timaru,40 Hamilton Street,Temuka,7920,,Sec: 60 Suf: Arowhenua,,"$5,000.00 ",install woodsman tasman mkii freestanding woodburner
42623,Canterbury,Timaru,17-May-18,Ti00000397  2018,10 North Terrace Road Geraldine Timaru,10 North Terrace Road,Geraldine,7930,,Lot: 32 Dp: 103,,"$5,000.00 ",install metro wee rad freestanding wetback woodburner
42624,Canterbury,Timaru,17-May-18,Ti00001400  2017,970 Winchester Hanging Rock Road Geraldine Timaru,970 Winchester Hanging Rock Road,Geraldine,7985,,Lot: 89 Dp: 64,,"$5,000.00 ",install firenzo contessa ru freestanding wetback woodburner
42625,Canterbury,Timaru,17-May-18,Ti00000389  2018,1 Maude Street Temuka Timaru,1 Maude Street,Temuka,7920,,Lot: 4 Dp: 20619,,"$5,000.00 ",install masport bannockburn i2000 inbuilt woodburner
42626,Canterbury,Timaru,18-May-18,Ti00000312  2018,93 Racecourse Road Timaru Timaru,93 Racecourse Road,Timaru,7910,,Lot: 2 Dp: 405208,,"$279,210.00 ",erect relocatable dwelling & install woodsman tasman mkii freestanding wetback woodburner (mh18-001)
42629,Canterbury,Timaru,18-May-18,Ti00000381  2018,28 Totara Valley Road Pleasant Point Timaru,28 Totara Valley Road,Pleasant Point,7982,,Lot: 1 Dp: 485463,,"$5,000.00 ",install woodsman totara inbuilt woodburner
42630,Canterbury,Timaru,18-May-18,Ti00000366  2018,16 Studholme Street Temuka Timaru,16 Studholme Street,Temuka,7920,,Sec: 171 Tn: Of Arowhenua,,"$5,000.00 ",install woodsman tarras mkiii freestanding wetback woodburner
42631,Canterbury,Timaru,18-May-18,Ti00000312  2018,93 Racecourse Road Timaru Timaru,93 Racecourse Road,Timaru,7910,,Lot: 2 Dp: 405208,,"$279,210.00 ",erect relocatable dwelling & install woodsman tasman mkii freestanding wetback woodburner (mh18-001)
42634,Canterbury,Timaru,18-May-18,Ti00000381  2018,28 Totara Valley Road Pleasant Point Timaru,28 Totara Valley Road,Pleasant Point,7982,,Lot: 1 Dp: 485463,,"$5,000.00 ",install woodsman totara inbuilt woodburner
42635,Canterbury,Timaru,18-May-18,Ti00000366  2018,16 Studholme Street Temuka Timaru,16 Studholme Street,Temuka,7920,,Sec: 171 Tn: Of Arowhenua,,"$5,000.00 ",install woodsman tarras mkiii freestanding wetback woodburner
42642,Canterbury,Timaru,22-May-18,Ti00000382  2018,153 Normanby Road Timaru Timaru,153 Normanby Road,Timaru,7971,,Lot: 1 Dp: 19171,,"$5,000.00 ",install firenzo contessa ag freestanding woodburner
42643,Canterbury,Timaru,22-May-18,Ti00000365  2018,McPhersons Road Cave Timaru,McPhersons Road,Cave,7984,,Prs: 36212,,"$5,000.00 ",install masport mackenzie r10000 freestanding wetback woodburner
42644,Canterbury,Timaru,22-May-18,Ti00000408  2018,23 Grant Street Temuka Timaru,23 Grant Street,Temuka,7920,,Lot: 3 Dp: 387529,,"$5,000.00 ",install metro xtreme rad freestanding woodburner
42645,Canterbury,Timaru,22-May-18,Ti00000267  2018,282 Woodside Road Geraldine Timaru,282 Woodside Road,Geraldine,7991,,Lot: 1 Dp: 58832,,"$5,000.00 ",install thermalux gourmet cooker freestanding wetback woodburner
42648,Canterbury,Timaru,22-May-18,Ti00000382  2018,153 Normanby Road Timaru Timaru,153 Normanby Road,Timaru,7971,,Lot: 1 Dp: 19171,,"$5,000.00 ",install firenzo contessa ag freestanding woodburner
42649,Canterbury,Timaru,22-May-18,Ti00000365  2018,McPhersons Road Cave Timaru,McPhersons Road,Cave,7984,,Prs: 36212,,"$5,000.00 ",install masport mackenzie r10000 freestanding wetback woodburner
42650,Canterbury,Timaru,22-May-18,Ti00000408  2018,23 Grant Street Temuka Timaru,23 Grant Street,Temuka,7920,,Lot: 3 Dp: 387529,,"$5,000.00 ",install metro xtreme rad freestanding woodburner
42651,Canterbury,Timaru,22-May-18,Ti00000267  2018,282 Woodside Road Geraldine Timaru,282 Woodside Road,Geraldine,7991,,Lot: 1 Dp: 58832,,"$5,000.00 ",install thermalux gourmet cooker freestanding wetback woodburner
42654,Canterbury,Timaru,23-May-18,Ti00000407  2018,15 Coles Street Geraldine Timaru,15 Coles Street,Geraldine,7930,,Lot: 1 Dp: 413163,,"$5,000.00 ",install metro wee rad freestanding woodburner
42657,Canterbury,Timaru,23-May-18,Ti00000407  2018,15 Coles Street Geraldine Timaru,15 Coles Street,Geraldine,7930,,Lot: 1 Dp: 413163,,"$5,000.00 ",install metro wee rad freestanding woodburner
42659,Canterbury,Timaru,24-May-18,Ti00000409  2018,288 Four Peaks Road Geraldine Timaru,288 Four Peaks Road,Geraldine,7991,,Lot: 3 Dp: 2087,,"$5,000.00 ",install metro eco smart inbuilt woodburner
42660,Canterbury,Timaru,24-May-18,Ti00000413  2018,93 Main North Road Geraldine Timaru,93 Main North Road,Geraldine,7930,,Lot: 2 Dp: 413477,,"$5,000.00 ",install metro xtreme rad base wetback freestanding woodburner
42662,Canterbury,Timaru,24-May-18,Ti00000350  2018,56 Iverach Road Temuka Timaru,56 Iverach Road,Temuka,7985,,Lot: 4A Dp: 132,,"$5,000.00 ",install woodsman tarras mkiii freestanding wetback woodburner
42663,Canterbury,Timaru,24-May-18,Ti00000345  2018,18 Murchison Drive Timaru Timaru,18 Murchison Drive,Timaru,7910,,Lot: 19 Dp: 36778,,"$5,000.00 ",install blaze sirocco sc30p.nz freestanding woodburner
42664,Canterbury,Timaru,24-May-18,Ti00000352  2018,22 Avenue Road Timaru Timaru,22 Avenue Road,Timaru,7910,,Lot: 1 Dp: 30401,,"$5,000.00 ",install jayline fr300 freestanding woodburner
42665,Canterbury,Timaru,24-May-18,Ti00000351  2018,27 Guinness Street Timaru Timaru,27 Guinness Street,Timaru,7910,,Lot: 2 Dp: 18250,,"$5,000.00 ",install jayline fr400 freestanding woodburner
42666,Canterbury,Timaru,24-May-18,Ti00000412  2018,148 Temuka-Orari Highway Winchester Timaru,148 Temuka-Orari Highway,Winchester,7985,,Prs: 4930,,"$5,000.00 ",install metro eco smart inbuilt woodburner
42668,Canterbury,Timaru,24-May-18,Ti00000409  2018,288 Four Peaks Road Geraldine Timaru,288 Four Peaks Road,Geraldine,7991,,Lot: 3 Dp: 2087,,"$5,000.00 ",install metro eco smart inbuilt woodburner
