WKT,id,rna_id,rcl_id,address,house_number,range_low,range_high,road_name,locality,territorial_authority,road_name_utf8,address_utf8,locality_utf8,shape_X,shape_Y
POINT (172.790756537055 -43.7699876478384),2022182,3026218,48859,"4237B Christchurch Akaroa Road, Little River",4237B,4237,,Christchurch Akaroa Road,Little River,Christchurch City,Christchurch Akaroa Road,"4237B Christchurch Akaroa Road, Little River",Little River,172.79075653700002,-43.7699876478
POINT (172.790834836283 -43.7699105172552),2022185,3026218,48859,"4237C Christchurch Akaroa Road, Little River",4237C,4237,,Christchurch Akaroa Road,Little River,Christchurch City,Christchurch Akaroa Road,"4237C Christchurch Akaroa Road, Little River",Little River,172.790834836,-43.7699105173
POINT (172.790914304157 -43.7698240375104),2022184,3026218,48859,"4237D Christchurch Akaroa Road, Little River",4237D,4237,,Christchurch Akaroa Road,Little River,Christchurch City,Christchurch Akaroa Road,"4237D Christchurch Akaroa Road, Little River",Little River,172.790914304,-43.7698240375
POINT (172.7910936333 -43.7702209667),287520,3026218,48859,"4238 Christchurch Akaroa Road, Little River",4238,4238,,Christchurch Akaroa Road,Little River,Christchurch City,Christchurch Akaroa Road,"4238 Christchurch Akaroa Road, Little River",Little River,172.791093633,-43.7702209667
POINT (172.6362969333 -43.7008049667),1544709,3014631,31218,"424 Gebbies Pass Road, Gebbies Valley",424,424,,Gebbies Pass Road,Gebbies Valley,Christchurch City,Gebbies Pass Road,"424 Gebbies Pass Road, Gebbies Valley",Gebbies Valley,172.63629693299998,-43.7008049667
POINT (173.0503858333 -43.76107255),291252,1779414,33792,"424 Le Bons Bay Road, Le Bons Bay",424,424,,Le Bons Bay Road,Le Bons Bay,Christchurch City,Le Bons Bay Road,"424 Le Bons Bay Road, Le Bons Bay",Le Bons Bay,173.05038583299998,-43.76107255
POINT (172.7101846 -43.6454698833),274641,3045791,369840,"424 Marine Drive, Charteris Bay",424,424,,Marine Drive,Charteris Bay,Christchurch City,Marine Drive,"424 Marine Drive, Charteris Bay",Charteris Bay,172.7101846,-43.6454698833
POINT (172.7912028667 -43.7700274833),287521,3026218,48859,"4240 Christchurch Akaroa Road, Little River",4240,4240,,Christchurch Akaroa Road,Little River,Christchurch City,Christchurch Akaroa Road,"4240 Christchurch Akaroa Road, Little River",Little River,172.791202867,-43.7700274833
POINT (172.7918231333 -43.7701121667),1757710,3026218,48859,"4242 Christchurch Akaroa Road, Little River",4242,4242,,Christchurch Akaroa Road,Little River,Christchurch City,Christchurch Akaroa Road,"4242 Christchurch Akaroa Road, Little River",Little River,172.79182313299998,-43.7701121667
POINT (172.790879244801 -43.7696078381485),1757724,3026218,48859,"4243 Christchurch Akaroa Road, Little River",4243,4243,,Christchurch Akaroa Road,Little River,Christchurch City,Christchurch Akaroa Road,"4243 Christchurch Akaroa Road, Little River",Little River,172.790879245,-43.7696078381
POINT (172.791055710226 -43.7693308692362),2022181,3026218,48859,"4243A Christchurch Akaroa Road, Little River",4243A,4243,,Christchurch Akaroa Road,Little River,Christchurch City,Christchurch Akaroa Road,"4243A Christchurch Akaroa Road, Little River",Little River,172.79105571,-43.7693308692
POINT (172.7919028333 -43.7699970833),1757712,3026218,48859,"4244 Christchurch Akaroa Road, Little River",4244,4244,,Christchurch Akaroa Road,Little River,Christchurch City,Christchurch Akaroa Road,"4244 Christchurch Akaroa Road, Little River",Little River,172.791902833,-43.7699970833
POINT (172.7913002833 -43.76911895),287522,3026218,48859,"4247 Christchurch Akaroa Road, Little River",4247,4247,,Christchurch Akaroa Road,Little River,Christchurch City,Christchurch Akaroa Road,"4247 Christchurch Akaroa Road, Little River",Little River,172.791300283,-43.76911895
POINT (172.656152169897 -43.5329258515864),1601845,3035457,38382,"425 Cashel Street, Linwood, Christchurch",425,425,,Cashel Street,Linwood,Christchurch City,Cashel Street,"425 Cashel Street, Linwood, Christchurch",Linwood,172.65615217,-43.5329258516
POINT (172.7095691 -43.6454344333),274642,3045791,369840,"425 Marine Drive, Charteris Bay",425,425,,Marine Drive,Charteris Bay,Christchurch City,Marine Drive,"425 Marine Drive, Charteris Bay",Charteris Bay,172.70956909999998,-43.6454344333
POINT (172.7921336833 -43.76975085),1757713,3026218,48859,"4250 Christchurch Akaroa Road, Little River",4250,4250,,Christchurch Akaroa Road,Little River,Christchurch City,Christchurch Akaroa Road,"4250 Christchurch Akaroa Road, Little River",Little River,172.792133683,-43.76975085
POINT (172.7926666167 -43.7695815833),1757714,3026218,48859,"4252 Christchurch Akaroa Road, Little River",4252,4252,,Christchurch Akaroa Road,Little River,Christchurch City,Christchurch Akaroa Road,"4252 Christchurch Akaroa Road, Little River",Little River,172.792666617,-43.7695815833
POINT (172.7935946 -43.7705781667),1757720,3026218,48859,"4254 Christchurch Akaroa Road, Little River",4254,4254,,Christchurch Akaroa Road,Little River,Christchurch City,Christchurch Akaroa Road,"4254 Christchurch Akaroa Road, Little River",Little River,172.7935946,-43.7705781667
POINT (172.7948198833 -43.77068985),1757719,3026218,48859,"4256 Christchurch Akaroa Road, Little River",4256,4256,,Christchurch Akaroa Road,Little River,Christchurch City,Christchurch Akaroa Road,"4256 Christchurch Akaroa Road, Little River",Little River,172.794819883,-43.77068985
POINT (172.6190525 -43.53947315),213053,3014043,34645,"426 Hagley Avenue, Christchurch Central, Christchurch",426,426,,Hagley Avenue,Christchurch Central,Christchurch City,Hagley Avenue,"426 Hagley Avenue, Christchurch Central, Christchurch",Christchurch Central,172.61905249999998,-43.53947315
POINT (172.7100228333 -43.6455619833),274643,3045791,369840,"426 Marine Drive, Charteris Bay",426,426,,Marine Drive,Charteris Bay,Christchurch City,Marine Drive,"426 Marine Drive, Charteris Bay",Charteris Bay,172.71002283299998,-43.6455619833
POINT (172.6227333833 -43.5427741667),213052,3028402,345999,"426 Selwyn Street, Addington, Christchurch",426,426,,Selwyn Street,Addington,Christchurch City,Selwyn Street,"426 Selwyn Street, Addington, Christchurch",Addington,172.622733383,-43.5427741667
POINT (172.7927935 -43.7689764333),1757715,3026218,48859,"4260 Christchurch Akaroa Road, Little River",4260,4260,,Christchurch Akaroa Road,Little River,Christchurch City,Christchurch Akaroa Road,"4260 Christchurch Akaroa Road, Little River",Little River,172.79279350000002,-43.7689764333
POINT (172.7920324167 -43.7678783833),287523,3026218,48859,"4261 Christchurch Akaroa Road, Little River",4261,4261,,Christchurch Akaroa Road,Little River,Christchurch City,Christchurch Akaroa Road,"4261 Christchurch Akaroa Road, Little River",Little River,172.792032417,-43.7678783833
POINT (172.79225315 -43.76747365),287524,3026218,52931,"4267 Christchurch Akaroa Road, Little River",4267,4267,,Christchurch Akaroa Road,Little River,Christchurch City,Christchurch Akaroa Road,"4267 Christchurch Akaroa Road, Little River",Little River,172.79225315,-43.76747365
POINT (172.7940786167 -43.76857385),1757717,3026218,48859,"4268 Christchurch Akaroa Road, Little River",4268,4268,,Christchurch Akaroa Road,Little River,Christchurch City,Christchurch Akaroa Road,"4268 Christchurch Akaroa Road, Little River",Little River,172.794078617,-43.76857385
POINT (172.7923545 -43.7672884667),287525,3026218,52931,"4269 Christchurch Akaroa Road, Little River",4269,4269,,Christchurch Akaroa Road,Little River,Christchurch City,Christchurch Akaroa Road,"4269 Christchurch Akaroa Road, Little River",Little River,172.7923545,-43.7672884667
POINT (172.7790870333 -43.6231568167),1755526,3040015,301823,"427 Camp Bay Road, Port Levy",427,427,,Camp Bay Road,Port Levy,Christchurch City,Camp Bay Road,"427 Camp Bay Road, Port Levy",Port Levy,172.779087033,-43.6231568167
POINT (172.70501865 -43.6527771833),274644,3045791,32658,"427 Marine Drive, Charteris Bay",427,427,,Marine Drive,Charteris Bay,Christchurch City,Marine Drive,"427 Marine Drive, Charteris Bay",Charteris Bay,172.70501865,-43.652777183299996
POINT (172.9769568 -43.65530375),290782,3022458,55224,"427 Menzies Bay Road, Pigeon Bay",427,427,,Menzies Bay Road,Pigeon Bay,Christchurch City,Menzies Bay Road,"427 Menzies Bay Road, Pigeon Bay",Pigeon Bay,172.9769568,-43.65530375
POINT (172.7931334167 -43.767052),287526,3026218,52931,"4271 Christchurch Akaroa Road, Little River",4271,4271,,Christchurch Akaroa Road,Little River,Christchurch City,Christchurch Akaroa Road,"4271 Christchurch Akaroa Road, Little River",Little River,172.793133417,-43.767052
POINT (172.7934447833 -43.7666865),1757722,3026218,52931,"4275 Christchurch Akaroa Road, Little River",4275,4275,,Christchurch Akaroa Road,Little River,Christchurch City,Christchurch Akaroa Road,"4275 Christchurch Akaroa Road, Little River",Little River,172.79344478299998,-43.7666865
POINT (172.7941366333 -43.7678465833),1757718,3026218,52931,"4276 Christchurch Akaroa Road, Little River",4276,4276,,Christchurch Akaroa Road,Little River,Christchurch City,Christchurch Akaroa Road,"4276 Christchurch Akaroa Road, Little River",Little River,172.794136633,-43.7678465833
POINT (172.7101738 -43.6459600667),274645,3045791,369840,"428 Marine Drive, Charteris Bay",428,428,,Marine Drive,Charteris Bay,Christchurch City,Marine Drive,"428 Marine Drive, Charteris Bay",Charteris Bay,172.7101738,-43.6459600667
POINT (172.53146605 -43.5193133),161023,3050229,385307,"428-444 Yaldhurst Road, Russley, Christchurch",428-444,428,444.0,Yaldhurst Road,Russley,Christchurch City,Yaldhurst Road,"428-444 Yaldhurst Road, Russley, Christchurch",Russley,172.53146605,-43.5193133
POINT (172.79475085 -43.76766045),1757716,3026218,52931,"4286 Christchurch Akaroa Road, Little River",4286,4286,,Christchurch Akaroa Road,Little River,Christchurch City,Christchurch Akaroa Road,"4286 Christchurch Akaroa Road, Little River",Little River,172.79475085,-43.76766045
POINT (172.6227468333 -43.54259245),213055,3028402,345999,"428A Selwyn Street, Addington, Christchurch",428A,428,,Selwyn Street,Addington,Christchurch City,Selwyn Street,"428A Selwyn Street, Addington, Christchurch",Addington,172.62274683299998,-43.54259245
POINT (173.0614406667 -43.7887067833),291298,3001709,30044,"429 Hickory Bay Road, Hickory Bay",429,429,,Hickory Bay Road,Hickory Bay,Christchurch City,Hickory Bay Road,"429 Hickory Bay Road, Hickory Bay",Hickory Bay,173.061440667,-43.7887067833
POINT (172.7046795333 -43.65242445),1650766,3045791,32658,"429 Marine Drive, Charteris Bay",429,429,,Marine Drive,Charteris Bay,Christchurch City,Marine Drive,"429 Marine Drive, Charteris Bay",Charteris Bay,172.704679533,-43.65242445
POINT (172.79457635 -43.76701145),1757721,3026218,52931,"4294 Christchurch Akaroa Road, Little River",4294,4294,,Christchurch Akaroa Road,Little River,Christchurch City,Christchurch Akaroa Road,"4294 Christchurch Akaroa Road, Little River",Little River,172.79457635,-43.76701145
POINT (172.70473415 -43.65290195),1650765,3045791,32658,"429A Marine Drive, Charteris Bay",429A,429,,Marine Drive,Charteris Bay,Christchurch City,Marine Drive,"429A Marine Drive, Charteris Bay",Charteris Bay,172.70473415,-43.65290195
POINT (172.94190615 -43.7590985667),567060,1779300,48746,"42A Bayview Crescent, Duvauchelle",42A,42,,Bayview Crescent,Duvauchelle,Christchurch City,Bayview Crescent,"42A Bayview Crescent, Duvauchelle",Duvauchelle,172.94190615,-43.759098566700004
POINT (172.6478004667 -43.6230649167),239964,1780047,48450,"42A Main Road, Governors Bay",42A,42,,Main Road,Governors Bay,Christchurch City,Main Road,"42A Main Road, Governors Bay",Governors Bay,172.647800467,-43.6230649167
POINT (172.7423778167 -43.62860265),1965142,3014744,51639,"42A Purau Avenue, Diamond Harbour",42A,42,,Purau Avenue,Diamond Harbour,Christchurch City,Purau Avenue,"42A Purau Avenue, Diamond Harbour",Diamond Harbour,172.742377817,-43.62860265
POINT (172.7098089333 -43.60071205),274428,3066607,346831,"42A Voelas Road, Lyttelton",42A,42,,Voelas Road,Lyttelton,Christchurch City,Voelas Road,"42A Voelas Road, Lyttelton",Lyttelton,172.709808933,-43.60071205
POINT (172.7198301167 -43.6005898667),1960314,1779487,47085,"42A Winchester Street, Lyttelton",42A,42,,Winchester Street,Lyttelton,Christchurch City,Winchester Street,"42A Winchester Street, Lyttelton",Lyttelton,172.71983011700001,-43.6005898667
POINT (172.9418966167 -43.7592481667),567061,1779300,48746,"42B Bayview Crescent, Duvauchelle",42B,42,,Bayview Crescent,Duvauchelle,Christchurch City,Bayview Crescent,"42B Bayview Crescent, Duvauchelle",Duvauchelle,172.941896617,-43.7592481667
POINT (172.6473695667 -43.6229424),239965,1780047,48450,"42B Main Road, Governors Bay",42B,42,,Main Road,Governors Bay,Christchurch City,Main Road,"42B Main Road, Governors Bay",Governors Bay,172.647369567,-43.6229424
POINT (172.64737515 -43.6225884333),239966,1780047,48450,"42C Main Road, Governors Bay",42C,42,,Main Road,Governors Bay,Christchurch City,Main Road,"42C Main Road, Governors Bay",Governors Bay,172.64737515,-43.6225884333
POINT (172.7095545333 -43.6485267),274651,1780032,369837,"43 Andersons Road, Charteris Bay",43,43,,Andersons Road,Charteris Bay,Christchurch City,Andersons Road,"43 Andersons Road, Charteris Bay",Charteris Bay,172.709554533,-43.648526700000005
POINT (172.5972310167 -43.50164585),196559,1779070,30010,"43 Aorangi Road, Bryndwr, Christchurch",43,43,,Aorangi Road,Bryndwr,Christchurch City,Aorangi Road,"43 Aorangi Road, Bryndwr, Christchurch",Bryndwr,172.597231017,-43.50164585
POINT (172.9638390167 -43.8160176667),290081,1786032,339216,"43 Aylmers Valley Road, Akaroa",43,43,,Aylmers Valley Road,Akaroa,Christchurch City,Aylmers Valley Road,"43 Aylmers Valley Road, Akaroa",Akaroa,172.963839017,-43.8160176667
POINT (172.7859296833 -43.7331510167),1597006,1785441,37541,"43 Bachelors Road, Little River",43,43,,Bachelors Road,Little River,Christchurch City,Bachelors Road,"43 Bachelors Road, Little River",Little River,172.785929683,-43.7331510167
POINT (172.7173185667 -43.6372232167),279607,3073577,43782,"43 Bayview Road, Charteris Bay",43,43,,Bayview Road,Charteris Bay,Christchurch City,Bayview Road,"43 Bayview Road, Charteris Bay",Charteris Bay,172.717318567,-43.6372232167
POINT (172.9043866333 -43.8089426833),1757541,1779466,46736,"43 Cemetery Road, Wainui",43,43,,Cemetery Road,Wainui,Christchurch City,Cemetery Road,"43 Cemetery Road, Wainui",Wainui,172.904386633,-43.808942683299996
POINT (172.7016917667 -43.8256687667),270101,1785442,56406,"43 Coates Road, Birdlings Flat",43,43,,Coates Road,Birdlings Flat,Christchurch City,Coates Road,"43 Coates Road, Birdlings Flat",Birdlings Flat,172.701691767,-43.8256687667
POINT (172.7220172333 -43.5959715333),279111,1779959,37609,"43 Cornwall Road, Lyttelton",43,43,,Cornwall Road,Lyttelton,Christchurch City,Cornwall Road,"43 Cornwall Road, Lyttelton",Lyttelton,172.722017233,-43.5959715333
POINT (172.5621968833 -43.5847483333),1392828,1838628,295432,"43 Country Palms Drive, Halswell, Christchurch",43,43,,Country Palms Drive,Halswell,Christchurch City,Country Palms Drive,"43 Country Palms Drive, Halswell, Christchurch",Halswell,172.56219688299998,-43.5847483333
POINT (172.70540815 -43.6071868),274513,3066039,53972,"43 Cressy Terrace, Lyttelton",43,43,,Cressy Terrace,Lyttelton,Christchurch City,Cressy Terrace,"43 Cressy Terrace, Lyttelton",Lyttelton,172.70540815,-43.607186799999994
POINT (172.5991274833 -43.5342778833),198816,1784234,283849,"43 Division Street, Riccarton, Christchurch",43,43,,Division Street,Riccarton,Christchurch City,Division Street,"43 Division Street, Riccarton, Christchurch",Riccarton,172.599127483,-43.5342778833
POINT (172.7193227833 -43.5995200667),279113,1779950,42388,"43 Dublin Street, Lyttelton",43,43,,Dublin Street,Lyttelton,Christchurch City,Dublin Street,"43 Dublin Street, Lyttelton",Lyttelton,172.719322783,-43.5995200667
POINT (172.7203736167 -43.60020395),279110,1779985,32156,"43 Exeter Street, Lyttelton",43,43,,Exeter Street,Lyttelton,Christchurch City,Exeter Street,"43 Exeter Street, Lyttelton",Lyttelton,172.720373617,-43.60020395
POINT (172.71028105 -43.6064225667),1757590,1779476,53974,"43 Godley Quay, Lyttelton",43,43,,Godley Quay,Lyttelton,Christchurch City,Godley Quay,"43 Godley Quay, Lyttelton",Lyttelton,172.71028105,-43.6064225667
POINT (172.7152375833 -43.59951595),279109,1787327,32091,"43 Hawkhurst Road, Lyttelton",43,43,,Hawkhurst Road,Lyttelton,Christchurch City,Hawkhurst Road,"43 Hawkhurst Road, Lyttelton",Lyttelton,172.715237583,-43.59951595
POINT (172.9533734333 -43.8168086833),289717,1779392,45498,"43 Hempleman Drive, Akaroa",43,43,,Hempleman Drive,Akaroa,Christchurch City,Hempleman Drive,"43 Hempleman Drive, Akaroa",Akaroa,172.953373433,-43.816808683299996
POINT (172.7014038333 -43.8253524833),270100,1787105,28963,"43 Hillview Road, Birdlings Flat",43,43,,Hillview Road,Birdlings Flat,Christchurch City,Hillview Road,"43 Hillview Road, Birdlings Flat",Birdlings Flat,172.701403833,-43.8253524833
POINT (172.7181349833 -43.60014595),279114,1779948,51297,"43 Jacksons Road, Lyttelton",43,43,,Jacksons Road,Lyttelton,Christchurch City,Jacksons Road,"43 Jacksons Road, Lyttelton",Lyttelton,172.718134983,-43.60014595
POINT (172.7203725333 -43.6267790667),279515,1780014,35862,"43 James Drive, Diamond Harbour",43,43,,James Drive,Diamond Harbour,Christchurch City,James Drive,"43 James Drive, Diamond Harbour",Diamond Harbour,172.720372533,-43.6267790667
POINT (172.9769756167 -43.75556195),1411341,3045950,37408,"43 Kingstons Hill, Robinsons Bay",43,43,,Kingstons Hill,Robinsons Bay,Christchurch City,Kingstons Hill,"43 Kingstons Hill, Robinsons Bay",Robinsons Bay,172.976975617,-43.75556195
POINT (172.7223371833 -43.6252884),279514,1779419,298811,"43 Koromiko Crescent, Diamond Harbour",43,43,,Koromiko Crescent,Diamond Harbour,Christchurch City,Koromiko Crescent,"43 Koromiko Crescent, Diamond Harbour",Diamond Harbour,172.72233718299998,-43.625288399999995
POINT (172.7083311167 -43.8209968333),1406710,1786169,35242,"43 Lake Terrace Road, Little River",43,43,,Lake Terrace Road,Little River,Christchurch City,Lake Terrace Road,"43 Lake Terrace Road, Little River",Little River,172.708331117,-43.8209968333
POINT (172.61305775 -43.51322455),204396,1783143,342928,"43 Leinster Road, Strowan, Christchurch",43,43,,Leinster Road,Strowan,Christchurch City,Leinster Road,"43 Leinster Road, Strowan, Christchurch",Strowan,172.61305775,-43.51322455
POINT (172.961027 -43.8180562667),1415185,1779460,51756,"43 Lighthouse Road, Akaroa",43,43,,Lighthouse Road,Akaroa,Christchurch City,Lighthouse Road,"43 Lighthouse Road, Akaroa",Akaroa,172.961027,-43.8180562667
POINT (172.6493014167 -43.6222928167),239969,1780047,48450,"43 Main Road, Governors Bay",43,43,,Main Road,Governors Bay,Christchurch City,Main Road,"43 Main Road, Governors Bay",Governors Bay,172.649301417,-43.6222928167
POINT (172.7365073833 -43.6280630167),284311,3045791,55493,"43 Marine Drive, Diamond Harbour",43,43,,Marine Drive,Diamond Harbour,Christchurch City,Marine Drive,"43 Marine Drive, Diamond Harbour",Diamond Harbour,172.736507383,-43.628063016700004
POINT (172.68903455 -43.6047206833),1331259,1787767,56006,"43 Mariners Cove, Cass Bay, Lyttelton",43,43,,Mariners Cove,Cass Bay,Christchurch City,Mariners Cove,"43 Mariners Cove, Cass Bay, Lyttelton",Cass Bay,172.68903455,-43.6047206833
POINT (172.6498544667 -43.62705345),1302591,1780012,37064,"43 Merlincote Crescent, Allandale",43,43,,Merlincote Crescent,Allandale,Christchurch City,Merlincote Crescent,"43 Merlincote Crescent, Allandale",Allandale,172.649854467,-43.62705345
POINT (172.9695845667 -43.80979105),290619,1779457,33662,"43 Muter Street, Akaroa",43,43,,Muter Street,Akaroa,Christchurch City,Muter Street,"43 Muter Street, Akaroa",Akaroa,172.969584567,-43.80979105
POINT (172.5323541167 -43.5456953333),1302125,1783939,42973,"43 Oakhampton Street, Hornby, Christchurch",43,43,,Oakhampton Street,Hornby,Christchurch City,Oakhampton Street,"43 Oakhampton Street, Hornby, Christchurch",Hornby,172.532354117,-43.545695333299996
POINT (172.7232033 -43.6015251333),279115,1779999,53749,"43 Oxford Street, Lyttelton",43,43,,Oxford Street,Lyttelton,Christchurch City,Oxford Street,"43 Oxford Street, Lyttelton",Lyttelton,172.7232033,-43.6015251333
POINT (172.7009481 -43.6057561833),270009,3043854,51740,"43 Park Terrace, Corsair Bay, Lyttelton",43,43,,Park Terrace,Corsair Bay,Christchurch City,Park Terrace,"43 Park Terrace, Corsair Bay, Lyttelton",Corsair Bay,172.7009481,-43.6057561833
POINT (172.7257195667 -43.62730495),282447,1779987,29805,"43 Ranui Crescent, Diamond Harbour",43,43,,Ranui Crescent,Diamond Harbour,Christchurch City,Ranui Crescent,"43 Ranui Crescent, Diamond Harbour",Diamond Harbour,172.725719567,-43.62730495
POINT (172.83315635 -43.78303595),1760298,1780065,31280,"43 Reserve Road, Little River",43,43,,Reserve Road,Little River,Christchurch City,Reserve Road,"43 Reserve Road, Little River",Little River,172.83315635,-43.78303595
POINT (172.7249042167 -43.6043847),279112,1779974,39542,"43 Reserve Terrace, Lyttelton",43,43,,Reserve Terrace,Lyttelton,Christchurch City,Reserve Terrace,"43 Reserve Terrace, Lyttelton",Lyttelton,172.72490421700002,-43.604384700000004
POINT (172.9704578333 -43.8063872167),290621,1779441,55642,"43 Rue Balguerie, Akaroa",43,43,,Rue Balguerie,Akaroa,Christchurch City,Rue Balguerie,"43 Rue Balguerie, Akaroa",Akaroa,172.97045783299998,-43.8063872167
POINT (172.9684869333 -43.8036756667),290299,1779451,29185,"43 Rue Lavaud, Akaroa",43,43,,Rue Lavaud,Akaroa,Christchurch City,Rue Lavaud,"43 Rue Lavaud, Akaroa",Akaroa,172.96848693299998,-43.8036756667
POINT (173.0342416667 -43.7102826167),291014,1779454,28898,"43 School House Road, Okains Bay",43,43,,School House Road,Okains Bay,Christchurch City,School House Road,"43 School House Road, Okains Bay",Okains Bay,173.034241667,-43.7102826167
POINT (172.9657415333 -43.8126340167),290618,1779442,33538,"43 Selwyn Avenue, Akaroa",43,43,,Selwyn Avenue,Akaroa,Christchurch City,Selwyn Avenue,"43 Selwyn Avenue, Akaroa",Akaroa,172.965741533,-43.8126340167
POINT (172.72556335 -43.6057582667),282320,1779997,42079,"43 Sumner Road, Lyttelton",43,43,,Sumner Road,Lyttelton,Christchurch City,Sumner Road,"43 Sumner Road, Lyttelton",Lyttelton,172.72556335,-43.6057582667
POINT (172.6444196833 -43.6214234),1020695,1785409,316777,"43 The Terrace, Governors Bay",43,43,,The Terrace,Governors Bay,Christchurch City,The Terrace,"43 The Terrace, Governors Bay",Governors Bay,172.644419683,-43.6214234
POINT (172.9137147167 -43.7952345333),289267,1779261,49527,"43 Tikao Bay Road, Wainui",43,43,,Tikao Bay Road,Wainui,Christchurch City,Tikao Bay Road,"43 Tikao Bay Road, Wainui",Wainui,172.913714717,-43.7952345333
POINT (172.7390114333 -43.63007375),284310,1780010,51633,"43 Waipapa Avenue, Diamond Harbour",43,43,,Waipapa Avenue,Diamond Harbour,Christchurch City,Waipapa Avenue,"43 Waipapa Avenue, Diamond Harbour",Diamond Harbour,172.739011433,-43.63007375
POINT (172.7961472167 -43.7693892667),1758634,1780095,48861,"43 Wairewa Pa Road, Little River",43,43,,Wairewa Pa Road,Little River,Christchurch City,Wairewa Pa Road,"43 Wairewa Pa Road, Little River",Little River,172.796147217,-43.7693892667
POINT (172.9697729667 -43.8106757167),290620,1779401,44108,"43 Watson Street, Akaroa",43,43,,Watson Street,Akaroa,Christchurch City,Watson Street,"43 Watson Street, Akaroa",Akaroa,172.969772967,-43.810675716700004
POINT (172.79443895 -43.76371205),287490,1785644,48863,"43 Western Valley Road, Little River",43,43,,Western Valley Road,Little River,Christchurch City,Western Valley Road,"43 Western Valley Road, Little River",Little River,172.79443895,-43.76371205
POINT (172.9716379 -43.7998960167),290300,3027322,43973,"43 Woodills Road, Akaroa",43,43,,Woodills Road,Akaroa,Christchurch City,Woodills Road,"43 Woodills Road, Akaroa",Akaroa,172.9716379,-43.7998960167
POINT (172.647757526463 -43.5503885439558),2022263,1783034,41144,"43/10 Buffon Street, Sydenham, Christchurch",43/10,10,,Buffon Street,Sydenham,Christchurch City,Buffon Street,"43/10 Buffon Street, Sydenham, Christchurch",Sydenham,172.647757526,-43.55038854399999
POINT (172.7585621667 -43.5674079167),1959796,1783339,37301,"43/11 Marriner Street, Sumner, Christchurch",43/11,11,,Marriner Street,Sumner,Christchurch City,Marriner Street,"43/11 Marriner Street, Sumner, Christchurch",Sumner,172.758562167,-43.5674079167
POINT (172.7421576333 -43.63553885),284400,3073577,37162,"430 Bayview Road, Diamond Harbour",430,430,,Bayview Road,Diamond Harbour,Christchurch City,Bayview Road,"430 Bayview Road, Diamond Harbour",Diamond Harbour,172.742157633,-43.63553885
POINT (172.8729860167 -43.8513782333),1756057,3037026,43375,"430 Bossu Road, Peraki",430,430,,Bossu Road,Peraki,Christchurch City,Bossu Road,"430 Bossu Road, Peraki",Peraki,172.87298601700002,-43.8513782333
POINT (172.7794335667 -43.6247929167),1755528,3040015,301823,"430 Camp Bay Road, Port Levy",430,430,,Camp Bay Road,Port Levy,Christchurch City,Camp Bay Road,"430 Camp Bay Road, Port Levy",Port Levy,172.779433567,-43.6247929167
POINT (172.7101941667 -43.6461420167),274646,3045791,369840,"430 Marine Drive, Charteris Bay",430,430,,Marine Drive,Charteris Bay,Christchurch City,Marine Drive,"430 Marine Drive, Charteris Bay",Charteris Bay,172.710194167,-43.646142016700004
POINT (172.7964599167 -43.7654401833),287607,3026218,52931,"4308 Christchurch Akaroa Road, Little River",4308,4308,,Christchurch Akaroa Road,Little River,Christchurch City,Christchurch Akaroa Road,"4308 Christchurch Akaroa Road, Little River",Little River,172.79645991700002,-43.7654401833
POINT (172.7412089833 -43.63270875),292510,3073577,51642,"431 Bayview Road, Diamond Harbour",431,431,,Bayview Road,Diamond Harbour,Christchurch City,Bayview Road,"431 Bayview Road, Diamond Harbour",Diamond Harbour,172.74120898299998,-43.63270875
POINT (172.6498392833 -43.7091016833),1759759,3072733,41510,"431 McQueens Valley Road, Gebbies Valley",431,431,,McQueens Valley Road,Gebbies Valley,Christchurch City,McQueens Valley Road,"431 McQueens Valley Road, Gebbies Valley",Gebbies Valley,172.649839283,-43.7091016833
POINT (172.7968258167 -43.7652017833),287608,3026218,52931,"4310 Christchurch Akaroa Road, Little River",4310,4310,,Christchurch Akaroa Road,Little River,Christchurch City,Christchurch Akaroa Road,"4310 Christchurch Akaroa Road, Little River",Little River,172.796825817,-43.7652017833
POINT (172.7970767167 -43.7653444167),1757701,3026218,52931,"4312 Christchurch Akaroa Road, Little River",4312,4312,,Christchurch Akaroa Road,Little River,Christchurch City,Christchurch Akaroa Road,"4312 Christchurch Akaroa Road, Little River",Little River,172.797076717,-43.7653444167
POINT (172.7954451167 -43.7653884),1757725,3026218,52931,"4313 Christchurch Akaroa Road, Little River",4313,4313,,Christchurch Akaroa Road,Little River,Christchurch City,Christchurch Akaroa Road,"4313 Christchurch Akaroa Road, Little River",Little River,172.795445117,-43.7653884
POINT (172.78028715 -43.6245242333),1755532,3040015,301823,"432 Camp Bay Road, Port Levy",432,432,,Camp Bay Road,Port Levy,Christchurch City,Camp Bay Road,"432 Camp Bay Road, Port Levy",Port Levy,172.78028715,-43.6245242333
POINT (172.7101594 -43.6463115167),274647,3045791,369840,"432 Marine Drive, Charteris Bay",432,432,,Marine Drive,Charteris Bay,Christchurch City,Marine Drive,"432 Marine Drive, Charteris Bay",Charteris Bay,172.7101594,-43.6463115167
POINT (172.7977711 -43.76467695),287592,3026218,44229,"4320 Christchurch Akaroa Road, Little River",4320,4320,,Christchurch Akaroa Road,Little River,Christchurch City,Christchurch Akaroa Road,"4320 Christchurch Akaroa Road, Little River",Little River,172.79777109999998,-43.76467695
